node_id,q,s_p,s_t,s_s
235,1e-06,0.0,0.0,0.0
236,1e-06,0.0,0.0,0.0
237,1e-06,0.0,0.0,0.0
238,1e-06,0.0,0.0,0.0
239,1e-06,0.0,0.0,0.0
240,1e-06,0.0,0.0,0.0
241,1e-06,0.0,0.0,0.0
242,1e-06,0.0,0.0,0.0
243,1e-06,0.0,0.0,0.0
244,1e-06,0.0,0.0,0.0
245,1e-06,0.0,0.0,0.0
246,1e-06,0.0,0.0,0.0
247,1e-06,0.0,0.0,0.0
248,1e-06,0.0,0.0,0.0
249,1e-06,0.0,0.0,0.0
250,1e-06,0.0,0.0,0.0
251,1e-06,0.0,0.0,0.0
252,1e-06,0.0,0.0,0.0
253,1e-06,0.0,0.0,0.0
254,1e-06,0.0,0.0,0.0
255,1e-06,0.0,0.0,0.0
256,1e-06,0.0,0.0,0.0
257,1e-06,0.0,0.0,0.0
258,1e-06,0.0,0.0,0.0
259,1e-06,0.0,0.0,0.0
260,1e-06,0.0,0.0,0.0
261,1e-06,0.0,0.0,0.0
262,1e-06,0.0,0.0,0.0
263,1e-06,0.0,0.0,0.0
264,1e-06,0.0,0.0,0.0
265,1e-06,0.0,0.0,0.0
266,1e-06,0.0,0.0,0.0
267,1e-06,0.0,0.0,0.0
268,1e-06,0.0,0.0,0.0
269,1e-06,0.0,0.0,0.0
270,1e-06,0.0,0.0,0.0
271,1e-06,0.0,0.0,0.0
272,1e-06,0.0,0.0,0.0
273,1e-06,0.0,0.0,0.0
274,1e-06,0.0,0.0,0.0
275,1e-06,0.0,0.0,0.0
276,1e-06,0.0,0.0,0.0
277,1e-06,0.0,0.0,0.0
278,1e-06,0.0,0.0,0.0
279,1e-06,0.0,0.0,0.0
280,1e-06,0.0,0.0,0.0
281,1e-06,0.0,0.0,0.0
282,1e-06,0.0,0.0,0.0
283,1e-06,0.0,0.0,0.0
284,1e-06,0.0,0.0,0.0
285,1e-06,0.0,0.0,0.0
286,1e-06,0.0,0.0,0.0
287,1e-06,0.0,0.0,0.0
288,1e-06,0.0,0.0,0.0
289,1e-06,0.0,0.0,0.0
290,1e-06,0.0,0.0,0.0
291,1e-06,0.0,0.0,0.0
292,1e-06,0.0,0.0,0.0
293,1e-06,0.0,0.0,0.0
294,1e-06,0.0,0.0,0.0
295,1e-06,0.0,0.0,0.0
296,1e-06,0.0,0.0,0.0
297,1e-06,0.0,0.0,0.0
298,1e-06,0.0,0.0,0.0
299,1e-06,0.0,0.0,0.0
300,1e-06,0.0,0.0,0.0
301,1e-06,0.0,0.0,0.0
302,1e-06,0.0,0.0,0.0
303,1e-06,0.0,0.0,0.0
304,1e-06,0.0,0.0,0.0
305,1e-06,0.0,0.0,0.0
306,1e-06,0.0,0.0,0.0
307,1e-06,0.0,0.0,0.0
308,1e-06,0.0,0.0,0.0
309,1e-06,0.0,0.0,0.0
310,1e-06,0.0,0.0,0.0
311,1e-06,0.0,0.0,0.0
312,1e-06,0.0,0.0,0.0
313,1e-06,0.0,0.0,0.0
314,1e-06,0.0,0.0,0.0
315,1e-06,0.0,0.0,0.0
316,1e-06,0.0,0.0,0.0
317,1e-06,0.0,0.0,0.0
318,1e-06,0.0,0.0,0.0
319,1e-06,0.0,0.0,0.0
320,1e-06,0.0,0.0,0.0
321,1e-06,0.0,0.0,0.0
322,1e-06,0.0,0.0,0.0
323,1e-06,0.0,0.0,0.0
324,1e-06,0.0,0.0,0.0
325,1e-06,0.0,0.0,0.0
326,1e-06,0.0,0.0,0.0
327,1e-06,0.0,0.0,0.0
328,1e-06,0.0,0.0,0.0
329,1e-06,0.0,0.0,0.0
330,1e-06,0.0,0.0,0.0
331,1e-06,0.0,0.0,0.0
332,1e-06,0.0,0.0,0.0
333,1e-06,0.0,0.0,0.0
334,1e-06,0.0,0.0,0.0
335,1e-06,0.0,0.0,0.0
336,1e-06,0.0,0.0,0.0
337,1e-06,0.0,0.0,0.0
338,1e-06,0.0,0.0,0.0
339,1e-06,0.0,0.0,0.0
340,1e-06,0.0,0.0,0.0
341,1e-06,0.0,0.0,0.0
342,1e-06,0.0,0.0,0.0
343,1e-06,0.0,0.0,0.0
344,1e-06,0.0,0.0,0.0
345,1e-06,0.0,0.0,0.0
346,1e-06,0.0,0.0,0.0
347,1e-06,0.0,0.0,0.0
348,1e-06,0.0,0.0,0.0
349,1e-06,0.0,0.0,0.0
350,1e-06,0.0,0.0,0.0
351,1e-06,0.0,0.0,0.0
352,1e-06,0.0,0.0,0.0
353,1e-06,0.0,0.0,0.0
354,1e-06,0.0,0.0,0.0
355,1e-06,0.0,0.0,0.0
356,1e-06,0.0,0.0,0.0
357,1e-06,0.0,0.0,0.0
358,1e-06,0.0,0.0,0.0
359,1e-06,0.0,0.0,0.0
360,1e-06,0.0,0.0,0.0
361,1e-06,0.0,0.0,0.0
362,1e-06,0.0,0.0,0.0
363,1e-06,0.0,0.0,0.0
364,1e-06,0.0,0.0,0.0
365,1e-06,0.0,0.0,0.0
366,1e-06,0.0,0.0,0.0
367,1e-06,0.0,0.0,0.0
368,1e-06,0.0,0.0,0.0
369,1e-06,0.0,0.0,0.0
370,1e-06,0.0,0.0,0.0
371,1e-06,0.0,0.0,0.0
372,1e-06,0.0,0.0,0.0
373,1e-06,0.0,0.0,0.0
374,1e-06,0.0,0.0,0.0
375,1e-06,0.0,0.0,0.0
376,1e-06,0.0,0.0,0.0
377,1e-06,0.0,0.0,0.0
378,1e-06,0.0,0.0,0.0
379,1e-06,0.0,0.0,0.0
380,1e-06,0.0,0.0,0.0
381,1e-06,0.0,0.0,0.0
382,1e-06,0.0,0.0,0.0
383,1e-06,0.0,0.0,0.0
384,1e-06,0.0,0.0,0.0
385,1e-06,0.0,0.0,0.0
386,1e-06,0.0,0.0,0.0
387,1e-06,0.0,0.0,0.0
388,1e-06,0.0,0.0,0.0
389,1e-06,0.0,0.0,0.0
390,1e-06,0.0,0.0,0.0
391,1e-06,0.0,0.0,0.0
392,1e-06,0.0,0.0,0.0
393,1e-06,0.0,0.0,0.0
394,1e-06,0.0,0.0,0.0
395,1e-06,0.0,0.0,0.0
396,1e-06,0.0,0.0,0.0
397,1e-06,0.0,0.0,0.0
398,1e-06,0.0,0.0,0.0
399,1e-06,0.0,0.0,0.0
400,1e-06,0.0,0.0,0.0
401,1e-06,0.0,0.0,0.0
402,1e-06,0.0,0.0,0.0
403,1e-06,0.0,0.0,0.0
404,1e-06,0.0,0.0,0.0
405,1e-06,0.0,0.0,0.0
406,1e-06,0.0,0.0,0.0
407,1e-06,0.0,0.0,0.0
408,1e-06,0.0,0.0,0.0
409,1e-06,0.0,0.0,0.0
410,1e-06,0.0,0.0,0.0
411,1e-06,0.0,0.0,0.0
412,1e-06,0.0,0.0,0.0
413,1e-06,0.0,0.0,0.0
414,1e-06,0.0,0.0,0.0
415,1e-06,0.0,0.0,0.0
416,1e-06,0.0,0.0,0.0
417,1e-06,0.0,0.0,0.0
418,1e-06,0.0,0.0,0.0
419,1e-06,0.0,0.0,0.0
420,1e-06,0.0,0.0,0.0
421,1e-06,0.0,0.0,0.0
422,1e-06,0.0,0.0,0.0
423,1e-06,0.0,0.0,0.0
424,1e-06,0.0,0.0,0.0
425,1e-06,0.0,0.0,0.0
426,1e-06,0.0,0.0,0.0
427,1e-06,0.0,0.0,0.0
428,1e-06,0.0,0.0,0.0
429,1e-06,0.0,0.0,0.0
430,1e-06,0.0,0.0,0.0
431,1e-06,0.0,0.0,0.0
432,1e-06,0.0,0.0,0.0
433,1e-06,0.0,0.0,0.0
434,1e-06,0.0,0.0,0.0
435,1e-06,0.0,0.0,0.0
436,1e-06,0.0,0.0,0.0
437,1e-06,0.0,0.0,0.0
438,1e-06,0.0,0.0,0.0
439,1e-06,0.0,0.0,0.0
440,1e-06,0.0,0.0,0.0
441,1e-06,0.0,0.0,0.0
442,1e-06,0.0,0.0,0.0
443,1e-06,0.0,0.0,0.0
444,1e-06,0.0,0.0,0.0
445,1e-06,0.0,0.0,0.0
446,1e-06,0.0,0.0,0.0
447,1e-06,0.0,0.0,0.0
448,1e-06,0.0,0.0,0.0
449,1e-06,0.0,0.0,0.0
450,1e-06,0.0,0.0,0.0
451,1e-06,0.0,0.0,0.0
452,1e-06,0.0,0.0,0.0
453,1e-06,0.0,0.0,0.0
454,1e-06,0.0,0.0,0.0
455,1e-06,0.0,0.0,0.0
456,1e-06,0.0,0.0,0.0
457,1e-06,0.0,0.0,0.0
458,1e-06,0.0,0.0,0.0
459,1e-06,0.0,0.0,0.0
460,1e-06,0.0,0.0,0.0
461,1e-06,0.0,0.0,0.0
462,1e-06,0.0,0.0,0.0
463,1e-06,0.0,0.0,0.0
464,1e-06,0.0,0.0,0.0
465,1e-06,0.0,0.0,0.0
466,1e-06,0.0,0.0,0.0
467,1e-06,0.0,0.0,0.0
468,1e-06,0.0,0.0,0.0
469,1e-06,0.0,0.0,0.0
470,1e-06,0.0,0.0,0.0
471,1e-06,0.0,0.0,0.0
472,1e-06,0.0,0.0,0.0
473,1e-06,0.0,0.0,0.0
474,1e-06,0.0,0.0,0.0
475,1e-06,0.0,0.0,0.0
476,1e-06,0.0,0.0,0.0
477,1e-06,0.0,0.0,0.0
478,1e-06,0.0,0.0,0.0
479,1e-06,0.0,0.0,0.0
480,1e-06,0.0,0.0,0.0
481,1e-06,0.0,0.0,0.0
482,1e-06,0.0,0.0,0.0
483,1e-06,0.0,0.0,0.0
484,1e-06,0.0,0.0,0.0
485,1e-06,0.0,0.0,0.0
486,1e-06,0.0,0.0,0.0
487,1e-06,0.0,0.0,0.0
488,1e-06,0.0,0.0,0.0
489,1e-06,0.0,0.0,0.0
490,1e-06,0.0,0.0,0.0
491,1e-06,0.0,0.0,0.0
492,1e-06,0.0,0.0,0.0
493,1e-06,0.0,0.0,0.0
494,1e-06,0.0,0.0,0.0
495,1e-06,0.0,0.0,0.0
496,1e-06,0.0,0.0,0.0
497,1e-06,0.0,0.0,0.0
498,1e-06,0.0,0.0,0.0
499,1e-06,0.0,0.0,0.0
500,1e-06,0.0,0.0,0.0
501,1e-06,0.0,0.0,0.0
502,1e-06,0.0,0.0,0.0
503,1e-06,0.0,0.0,0.0
504,1e-06,0.0,0.0,0.0
505,1e-06,0.0,0.0,0.0
506,1e-06,0.0,0.0,0.0
507,1e-06,0.0,0.0,0.0
508,1e-06,0.0,0.0,0.0
509,1e-06,0.0,0.0,0.0
510,1e-06,0.0,0.0,0.0
511,1e-06,0.0,0.0,0.0
512,1e-06,0.0,0.0,0.0
513,1e-06,0.0,0.0,0.0
514,1e-06,0.0,0.0,0.0
515,1e-06,0.0,0.0,0.0
516,1e-06,0.0,0.0,0.0
517,1e-06,0.0,0.0,0.0
518,1e-06,0.0,0.0,0.0
519,1e-06,0.0,0.0,0.0
520,1e-06,0.0,0.0,0.0
521,1e-06,0.0,0.0,0.0
522,1e-06,0.0,0.0,0.0
523,1e-06,0.0,0.0,0.0
524,1e-06,0.0,0.0,0.0
525,1e-06,0.0,0.0,0.0
526,1e-06,0.0,0.0,0.0
527,1e-06,0.0,0.0,0.0
528,1e-06,0.0,0.0,0.0
529,1e-06,0.0,0.0,0.0
530,1e-06,0.0,0.0,0.0
531,1e-06,0.0,0.0,0.0
532,1e-06,0.0,0.0,0.0
533,1e-06,0.0,0.0,0.0
534,1e-06,0.0,0.0,0.0
535,1e-06,0.0,0.0,0.0
536,1e-06,0.0,0.0,0.0
537,1e-06,0.0,0.0,0.0
538,1e-06,0.0,0.0,0.0
539,1e-06,0.0,0.0,0.0
540,1e-06,0.0,0.0,0.0
541,1e-06,0.0,0.0,0.0
542,1e-06,0.0,0.0,0.0
543,1e-06,0.0,0.0,0.0
544,1e-06,0.0,0.0,0.0
545,1e-06,0.0,0.0,0.0
546,1e-06,0.0,0.0,0.0
547,1e-06,0.0,0.0,0.0
548,1e-06,0.0,0.0,0.0
549,1e-06,0.0,0.0,0.0
550,1e-06,0.0,0.0,0.0
551,1e-06,0.0,0.0,0.0
552,1e-06,0.0,0.0,0.0
553,1e-06,0.0,0.0,0.0
554,1e-06,0.0,0.0,0.0
555,1e-06,0.0,0.0,0.0
556,1e-06,0.0,0.0,0.0
557,1e-06,0.0,0.0,0.0
558,1e-06,0.0,0.0,0.0
559,1e-06,0.0,0.0,0.0
560,1e-06,0.0,0.0,0.0
561,1e-06,0.0,0.0,0.0
562,1e-06,0.0,0.0,0.0
563,1e-06,0.0,0.0,0.0
564,1e-06,0.0,0.0,0.0
565,1e-06,0.0,0.0,0.0
566,1e-06,0.0,0.0,0.0
567,1e-06,0.0,0.0,0.0
568,1e-06,0.0,0.0,0.0
569,1e-06,0.0,0.0,0.0
570,1e-06,0.0,0.0,0.0
571,1e-06,0.0,0.0,0.0
572,1e-06,0.0,0.0,0.0
573,1e-06,0.0,0.0,0.0
574,1e-06,0.0,0.0,0.0
575,1e-06,0.0,0.0,0.0
576,1e-06,0.0,0.0,0.0
577,1e-06,0.0,0.0,0.0
578,1e-06,0.0,0.0,0.0
579,1e-06,0.0,0.0,0.0
580,1e-06,0.0,0.0,0.0
581,1e-06,0.0,0.0,0.0
582,1e-06,0.0,0.0,0.0
583,1e-06,0.0,0.0,0.0
584,1e-06,0.0,0.0,0.0
585,1e-06,0.0,0.0,0.0
586,1e-06,0.0,0.0,0.0
587,1e-06,0.0,0.0,0.0
588,1e-06,0.0,0.0,0.0
589,1e-06,0.0,0.0,0.0
590,1e-06,0.0,0.0,0.0
591,1e-06,0.0,0.0,0.0
592,1e-06,0.0,0.0,0.0
593,1e-06,0.0,0.0,0.0
594,1e-06,0.0,0.0,0.0
595,1e-06,0.0,0.0,0.0
596,1e-06,0.0,0.0,0.0
597,1e-06,0.0,0.0,0.0
598,1e-06,0.0,0.0,0.0
599,1e-06,0.0,0.0,0.0
600,1e-06,0.0,0.0,0.0
601,1e-06,0.0,0.0,0.0
602,1e-06,0.0,0.0,0.0
603,1e-06,0.0,0.0,0.0
604,1e-06,0.0,0.0,0.0
605,1e-06,0.0,0.0,0.0
606,1e-06,0.0,0.0,0.0
607,1e-06,0.0,0.0,0.0
608,1e-06,0.0,0.0,0.0
609,1e-06,0.0,0.0,0.0
610,1e-06,0.0,0.0,0.0
611,1e-06,0.0,0.0,0.0
612,1e-06,0.0,0.0,0.0
613,1e-06,0.0,0.0,0.0
614,1e-06,0.0,0.0,0.0
615,1e-06,0.0,0.0,0.0
616,1e-06,0.0,0.0,0.0
617,1e-06,0.0,0.0,0.0
618,1e-06,0.0,0.0,0.0
619,1e-06,0.0,0.0,0.0
620,1e-06,0.0,0.0,0.0
621,1e-06,0.0,0.0,0.0
622,1e-06,0.0,0.0,0.0
623,1e-06,0.0,0.0,0.0
624,1e-06,0.0,0.0,0.0
625,1e-06,0.0,0.0,0.0
626,1e-06,0.0,0.0,0.0
627,1e-06,0.0,0.0,0.0
628,1e-06,0.0,0.0,0.0
629,1e-06,0.0,0.0,0.0
630,1e-06,0.0,0.0,0.0
631,1e-06,0.0,0.0,0.0
632,1e-06,0.0,0.0,0.0
633,1e-06,0.0,0.0,0.0
634,1e-06,0.0,0.0,0.0
635,1e-06,0.0,0.0,0.0
636,1e-06,0.0,0.0,0.0
637,1e-06,0.0,0.0,0.0
638,1e-06,0.0,0.0,0.0
639,1e-06,0.0,0.0,0.0
640,1e-06,0.0,0.0,0.0
641,1e-06,0.0,0.0,0.0
642,1e-06,0.0,0.0,0.0
643,1e-06,0.0,0.0,0.0
644,1e-06,0.0,0.0,0.0
645,1e-06,0.0,0.0,0.0
646,1e-06,0.0,0.0,0.0
647,1e-06,0.0,0.0,0.0
648,1e-06,0.0,0.0,0.0
649,1e-06,0.0,0.0,0.0
650,1e-06,0.0,0.0,0.0
651,1e-06,0.0,0.0,0.0
652,1e-06,0.0,0.0,0.0
653,1e-06,0.0,0.0,0.0
654,1e-06,0.0,0.0,0.0
655,1e-06,0.0,0.0,0.0
656,1e-06,0.0,0.0,0.0
657,1e-06,0.0,0.0,0.0
658,1e-06,0.0,0.0,0.0
659,1e-06,0.0,0.0,0.0
660,1e-06,0.0,0.0,0.0
661,1e-06,0.0,0.0,0.0
662,1e-06,0.0,0.0,0.0
663,1e-06,0.0,0.0,0.0
664,1e-06,0.0,0.0,0.0
665,1e-06,0.0,0.0,0.0
666,1e-06,0.0,0.0,0.0
667,1e-06,0.0,0.0,0.0
668,1e-06,0.0,0.0,0.0
669,1e-06,0.0,0.0,0.0
670,1e-06,0.0,0.0,0.0
671,1e-06,0.0,0.0,0.0
672,1e-06,0.0,0.0,0.0
673,1e-06,0.0,0.0,0.0
674,1e-06,0.0,0.0,0.0
675,1e-06,0.0,0.0,0.0
676,1e-06,0.0,0.0,0.0
677,1e-06,0.0,0.0,0.0
678,1e-06,0.0,0.0,0.0
679,1e-06,0.0,0.0,0.0
680,1e-06,0.0,0.0,0.0
681,1e-06,0.0,0.0,0.0
682,1e-06,0.0,0.0,0.0
683,1e-06,0.0,0.0,0.0
684,1e-06,0.0,0.0,0.0
685,1e-06,0.0,0.0,0.0
686,1e-06,0.0,0.0,0.0
687,1e-06,0.0,0.0,0.0
688,1e-06,0.0,0.0,0.0
689,1e-06,0.0,0.0,0.0
690,1e-06,0.0,0.0,0.0
691,1e-06,0.0,0.0,0.0
692,1e-06,0.0,0.0,0.0
693,1e-06,0.0,0.0,0.0
694,1e-06,0.0,0.0,0.0
695,1e-06,0.0,0.0,0.0
696,1e-06,0.0,0.0,0.0
697,1e-06,0.0,0.0,0.0
698,1e-06,0.0,0.0,0.0
699,1e-06,0.0,0.0,0.0
700,1e-06,0.0,0.0,0.0
701,1e-06,0.0,0.0,0.0
702,1e-06,0.0,0.0,0.0
703,1e-06,0.0,0.0,0.0
704,1e-06,0.0,0.0,0.0
705,1e-06,0.0,0.0,0.0
706,1e-06,0.0,0.0,0.0
707,1e-06,0.0,0.0,0.0
708,1e-06,0.0,0.0,0.0
709,1e-06,0.0,0.0,0.0
710,1e-06,0.0,0.0,0.0
711,1e-06,0.0,0.0,0.0
712,1e-06,0.0,0.0,0.0
713,1e-06,0.0,0.0,0.0
714,1e-06,0.0,0.0,0.0
715,1e-06,0.0,0.0,0.0
716,1e-06,0.0,0.0,0.0
717,1e-06,0.0,0.0,0.0
718,1e-06,0.0,0.0,0.0
719,1e-06,0.0,0.0,0.0
720,1e-06,0.0,0.0,0.0
721,1e-06,0.0,0.0,0.0
722,1e-06,0.0,0.0,0.0
723,1e-06,0.0,0.0,0.0
724,1e-06,0.0,0.0,0.0
725,1e-06,0.0,0.0,0.0
726,1e-06,0.0,0.0,0.0
727,1e-06,0.0,0.0,0.0
728,1e-06,0.0,0.0,0.0
729,1e-06,0.0,0.0,0.0
730,1e-06,0.0,0.0,0.0
731,1e-06,0.0,0.0,0.0
732,1e-06,0.0,0.0,0.0
733,1e-06,0.0,0.0,0.0
